0.006236933	-0.013290096	0.0060097463	-0.023694444	0.015287805	-0.0061150417	0.026182894	0.02008934	-0.031512283	0.04472417	0.04205669	0.042044114	-0.043238234	0.03334092	-0.025959885	-0.009629048
-0.37512046	-0.0073756976	-0.034326784	0.19442278	-0.07812552	-0.08762121	-0.0034499867	-0.20343342	-0.035830837	0.03875847	-0.045509852	0.040251337	-0.06752625	0.014744777	0.11420889	-0.06379209
-0.3472537	-0.08484788	-0.10801713	0.13770461	-0.20058608	-0.12323097	0.08985853	-0.15094703	-0.05590593	-0.101448216	-0.04654538	0.07422268	-0.00968994	-0.06973262	0.033868086	0.06480042
-0.50882316	-0.0641676	-0.19360934	0.21356949	-0.24064927	-0.068459615	0.047242656	-0.22937912	-0.12662806	-0.08673997	-0.14646865	0.11512094	0.04072728	-0.0670164	0.03330928	0.036339805
-0.41963023	-0.048840426	-0.07355022	0.16897751	-0.11890586	-0.094828576	0.041892845	-0.18059455	-0.100822546	0.0089230575	-0.081327036	0.08306731	-0.07562825	0.019127227	0.031214582	-0.012716516
-0.41019493	0.018274007	-0.0712974	0.16857965	-0.16500069	-0.14591677	-0.0605567	-0.20088285	0.017805435	0.008691138	-0.03593346	0.028352227	-0.023119763	-0.0055277944	0.05464093	0.003949855
-0.32482225	-0.047169883	-0.028555099	0.18777199	-0.10475446	-0.16723152	0.025916476	-0.1731414	-0.051369883	0.03374911	-0.05630033	-0.0051625995	-0.060037993	0.048840128	0.11004073	0.022566224
-0.40760025	-0.094937235	-0.13886212	0.16321664	-0.16416843	-0.08298152	0.022014443	-0.23451045	-0.11189983	-0.025521602	-0.071853675	0.06015517	0.030552708	-0.06471012	0.04666234	0.056229737
-0.25293937	-0.034537923	-0.016513858	0.09875643	-0.101273194	-0.12993841	0.01567751	-0.12406311	-0.011489032	0.0046506985	0.0040185764	0.038799927	-0.060805514	-0.013747165	0.023607044	-0.004855387
-0.33910662	0.004493482	-0.086495034	0.17793293	-0.15450312	-0.0998256	0.039904624	-0.18204854	-0.08171949	0.023867058	-0.032940898	0.06383112	-0.017313706	0.020787636	0.061097953	0.008855892
-0.31327182	-0.113524206	-0.17477582	0.069123566	-0.1563983	-0.004181083	0.05221422	-0.09906958	-0.07423696	-0.098740615	-0.12967533	0.13284151	0.0132868895	-0.10037012	-0.06906297	0.12952103
-0.24857388	-0.067909256	-0.10333036	0.14597978	-0.15105826	-0.05920518	0.031937033	-0.12226058	-0.019869328	-0.030412426	-0.09026856	0.052715287	-0.04689647	-0.064350486	0.035719138	0.014756544
-0.3577159	-0.028844856	-0.08052495	0.193227	-0.11313004	-0.15055923	-0.030720755	-0.19114879	-0.011766538	0.04276625	-0.0209618	0.040295597	-0.08149376	0.049262006	0.09222285	-0.03414682
-0.22969337	-0.0022528681	-0.06865717	0.10569094	-0.17975087	-0.10467404	-0.025467433	-0.16186681	-0.02336379	-0.03426853	-0.05720095	0.020336997	0.02804631	0.0069576045	0.07337208	0.005808744
-0.23134059	0.07485125	-0.032584343	0.16930553	-0.05006492	-0.12923814	-0.08583087	-0.120523535	0.027052175	0.03904194	-0.003986048	0.0024612814	-0.027646868	0.026705159	0.096217826	-0.029805696
-0.40145966	-0.110775754	-0.106432386	0.1658809	-0.18509288	-0.049504627	0.044450648	-0.25540042	-0.025115592	-0.055204835	-0.07771101	0.07097413	-0.010454326	-0.035655744	0.078913905	-0.04118728
-0.299513	-0.06644277	-0.03689641	0.1026649	-0.07096377	-0.04261095	-0.025179835	-0.109658144	-0.037620876	-0.013598303	-0.011887004	0.02361194	-0.012894223	0.012059651	0.026451724	-0.030652316
-0.35164753	-0.07166047	-0.0883232	0.14521633	-0.12592898	-0.09499988	0.045923583	-0.17480294	-0.007451981	-0.0006294838	-0.007204043	0.060555305	-0.023274066	0.038197827	0.031313173	0.027217945
-0.24304517	0.036106702	0.0037343416	0.14902775	-0.11455784	-0.13615198	-0.057214286	-0.057065725	-0.0018339622	0.03739623	-0.0026400678	-0.0021538648	-0.027478117	0.029738553	0.03723879	-0.006736715
-0.19389963	-0.060810346	-0.13010459	0.06483195	-0.16866577	-0.042097416	0.04604448	-0.08023808	-0.026009327	-0.019077715	-0.05097205	0.045253303	-0.017755501	-0.06489863	0.036789812	0.056276713
